,Unnamed: 0,Unnamed: 0.1,CASE_NO,Decision_Date,Case_Status,APPLICATION_TYPE,Employer_Name,Employer_address_1,Employer_address_2,Employer_City,Employer_State,Employer_Postal_Code,2007_NAICS_US_CODE,2007_NAICS_US_TITLE,US_ECONOMIC_SECTOR,PW_SOC_Code,PW_SOC_TITLE,PW_Job_Title_9089,PW_LEVEL_9089,PW_SOURCE_NAME_9089,PW_AMOUNT_9089,PW_UNIT_OF_PAY_9089,WAGE_OFFERED_FROM_9089,WAGE_OFFERED_TO_9089,WAGE_OFFERED_UNIT_OF_PAY_9089,Job_Info_Work_City,Job_Info_Work_State,Country_of_Citizenship,Class_of_Admission,Annual_Wage,Certified
1550,45298,54864,A-12192-80712,2013/11/15 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,75092.0,Year,76230.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,75092.0,1
1552,45345,54922,A-13017-31821,2013/11/7 00:00:00,Certified-Expired,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,15-1121,Computer Systems Analysts,Computer Systems Analysts,Level IV,OES,115669.0,Year,135000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,115669.0,1
1556,45468,55088,A-13044-40386,2013/10/28 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,82378.0,Year,82378.0,180000.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,82378.0,1
1558,45704,55372,A-13050-41653,2013/11/7 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,82370.0,Year,82378.0,180000.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,82370.0,1
1559,45761,55449,A-13100-54520,2013/12/10 00:00:00,Certified-Expired,ONLINE,"BODHTREE SOLUTIONS, INC",5201 GREAT AMERICA PARKWAY SUITE 532,,SANTA CLARA,CALIFORNIA,95054,54151,Computer Systems Design and Related Services,IT,15-1121,Computer Systems Analysts,Computer Systems Analysts,Level IV,OES,114379.0,Year,119750.0,,Year,Fremont,CALIFORNIA,INDIA,H-1B,114379.0,1
1560,45772,55462,A-13042-39681,2013/11/7 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,85176.0,Year,85176.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,85176.0,1
1561,45776,55467,A-13033-37161,2014/6/30 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,78992.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,78992.0,1
1562,45783,55475,A-13050-41673,2013/11/7 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,82370.0,Year,82378.0,180000.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,82370.0,1
1563,45791,55483,A-13059-44400,2013/12/4 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,78992.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,78992.0,1
1565,45819,55515,A-13052-42211,2013/11/7 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,78992.0,Year,78992.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,78992.0,1
1566,45824,55520,A-13037-38272,2013/10/28 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level II,OES,86195.0,Year,86195.0,180000.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,86195.0,1
1568,45843,55542,A-13035-37468,2013/11/15 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072.00,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,85176.0,Year,85176.0,180000.0,Year,Folsom,CALIFORNIA,COLOMBIA,H-1B,85176.0,1
1569,45896,55603,A-13090-51776,2013/12/6 00:00:00,Certified-Expired,ONLINE,"APPLIED MATERIALS, INC.",3225 OAKMEAD VILLAGE DRIVE,,SANTA CLARA,CALIFORNIA,95054,334111,Electronic Computer Manufacturing,Advanced Mfg,17-2141,Mechanical Engineers,Mechanical Engineers,,Other,98646.0,Year,99000.0,116400.0,Year,Santa Clara,CALIFORNIA,ISRAEL,H-1B,98646.0,1
1571,46069,55819,A-13206-83127,2014/4/14 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,85176.0,Year,85176.0,142900.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,85176.0,1
1574,46131,55896,A-13042-39423,2013/11/7 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,92631.0,Year,92631.0,180000.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,92631.0,1
1575,46219,56009,A-13214-85428,2014/4/15 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,92838.0,Year,92926.0,142900.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,92838.0,1
1577,46250,56043,A-13239-91680,2014/4/7 00:00:00,Certified,ONLINE,SAVARI INC,2005 DE LA CRUZ BLVD,SUITE #131,SANTA CLARA,CALIFORNIA,95050,541511,Custom Computer Programming Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level II,OES,100984.0,Year,100984.0,110984.0,Year,SANTA CLARA,CALIFORNIA,INDIA,H-1B,100984.0,1
1580,46337,56141,A-13178-76063,2014/2/24 00:00:00,Certified-Expired,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,88394.0,Year,88400.0,,Year,Santa Clara,CALIFORNIA,CHINA,H-1B,88394.0,1
1582,46378,56196,A-13233-90389,2014/4/7 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2061,Computer Hardware Engineers,Computer Hardware Engineers,Level III,OES,107474.0,Year,107474.0,171300.0,Year,Folsom,CALIFORNIA,BANGLADESH,H-1B,107474.0,1
1583,46434,56267,A-13150-67505,2014/1/23 00:00:00,Certified-Expired,ONLINE,HITACHI DATA SYSTEMS CORPORATION,2845 LAFAYETTE STREET,,SANTA CLARA,CALIFORNIA,95050,541511,Custom Computer Programming Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",,Other,113290.0,Year,113290.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,113290.0,1
1587,46550,56404,A-13168-72373,2014/3/28 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,102731.0,Year,102731.0,142900.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,102731.0,1
1589,46556,56413,A-13130-63011,2014/1/21 00:00:00,Certified-Expired,ONLINE,"ARISTA NETWORKS, INC.",5453 GREAT AMERICA PARKWAY,,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,126986.0,Year,127000.0,156000.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,126986.0,1
1592,46583,56445,A-13119-59889,2013/12/26 00:00:00,Certified-Expired,ONLINE,"APPLIED MATERIALS, INC.",3225 OAKMEAD VILLAGE DRIVE,,SANTA CLARA,CALIFORNIA,95054,33441,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2112,Industrial Engineers,Industrial Engineers,,Other,100128.0,Year,105300.0,136200.0,Year,Santa Clara,CALIFORNIA,CHINA,H-1B,100128.0,1
1593,46592,56455,A-13176-75068,2014/4/21 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level IV,OES,147472.0,Year,147472.0,171300.0,Year,Santa Clara,CALIFORNIA,CHINA,H-1B,147472.0,1
1595,46630,56499,A-13197-80589,2014/4/14 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,79702.0,Year,79702.0,142900.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,79702.0,1
1596,46642,56513,A-13171-73651,2014/4/10 00:00:00,Certified,ONLINE,"INTEL MOBILE COMMUNICATIONS, INC.",2200 MISSION COLLEGE BLVD. RN4-151,,SANTA CLARA,CALIFORNIA,95054,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level III,OES,121285.0,Year,121285.0,171300.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,121285.0,1
1598,46706,56601,A-13189-78105,2014/4/18 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,79702.0,Year,79702.0,142900.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,79702.0,1
1601,46769,56687,A-13136-64350,2014/1/13 00:00:00,Certified-Expired,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level III,OES,128294.0,Year,130000.0,140000.0,Year,Santa Clara,CALIFORNIA,SOUTH KOREA,H-1B,128294.0,1
1602,46821,56743,A-13135-64121,2014/1/9 00:00:00,Certified-Expired,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,82969.0,Year,83000.0,87000.0,Year,Santa Clara,CALIFORNIA,CHINA,H-1B,82969.0,1
1603,46876,56813,A-13168-72483,2014/2/7 00:00:00,Certified-Expired,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,87131.0,Year,87500.0,,Year,Aliso Viejo,CALIFORNIA,CHINA,H-1B,87131.0,1
1605,46882,56820,A-13155-68623,2014/4/11 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,82333.0,Year,82854.0,142900.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,82333.0,1
1606,46884,56822,A-13156-69070,2014/2/25 00:00:00,Certified-Expired,ONLINE,"OMNIVISION TECHNOLOGIES, INC.",4275 BURTON DRIVE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level II,OES,102731.0,Year,102731.0,,Year,Santa Clara,CALIFORNIA,CHINA,H-1B,102731.0,1
1607,46889,56827,A-13294-03000,2014/5/1 00:00:00,Certified,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level II,OES,89170.0,Year,95000.0,125000.0,Year,Aliso Viejo,CALIFORNIA,CHINA,H-1B,89170.0,1
1608,46940,56886,A-13248-94320,2014/4/23 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level III,OES,128294.0,Year,128294.0,171300.0,Year,Santa Clara,CALIFORNIA,CROATIA,H-1B,128294.0,1
1610,46985,56939,A-13155-68736,2014/3/21 00:00:00,Certified-Expired,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2112,Industrial Engineers,Industrial Engineers,Level II,OES,76606.0,Year,76606.0,142900.0,Year,Folsom,CALIFORNIA,CHINA,H-1B,76606.0,1
1611,47010,56966,A-13266-99470,2014/4/28 00:00:00,Certified,ONLINE,V2SOLUTIONS INC.,2340 WALSH AVE.,SUITE D,SANTA CLARA,CALIFORNIA,95051,54151,Computer Systems Design and Related Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level I,OES,80746.0,Year,80746.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,80746.0,1
1614,47083,57054,A-13291-02098,2014/5/6 00:00:00,Certified,ONLINE,EMBRANE,2350 MISSION COLLEGE BLVD.  SUITE 703,,SANTA CLARA,CALIFORNIA,95054,519190,All Other Information Services,Other Economic Sector,15-1179,"Information Security Analysts, Web Developers, and Computer Network Architects","Information Security Analysts, Web Developers, and Computer Network Architects",Level II,OES,94162.0,Year,105000.0,,Year,Santa Clara,CALIFORNIA,ITALY,H-1B,94162.0,1
1617,47280,57289,A-13263-98956,2014/5/7 00:00:00,Certified,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,104581.0,Year,107000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,104581.0,1
1618,47353,57378,A-13261-98028,2014/4/24 00:00:00,Certified,ONLINE,ALPHA NET CONSULTING LLC.,3080 OLCOTT STREET,SUITE # 235C,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1121,Computer Systems Analysts,Computer Systems Analysts,Level IV,OES,114421.0,Year,114421.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,114421.0,1
1619,47384,57419,A-13353-26547,2014/6/17 00:00:00,Certified,ONLINE,"CIGNEX DATAMATICS, INC.","2350 MISSION COLLEGE BLVD, STE 490",,SANTA CLARA,CALIFORNIA,95054,541512,Computer Systems Design Services,IT,15-1132,"Software Developers, Applications","Software Developers, Applications",Level IV,OES,133328.0,Year,133328.0,,Year,SANTA CLARA,CALIFORNIA,INDIA,H-1B,133328.0,1
1620,47439,57487,A-13268-00050,2014/5/7 00:00:00,Certified,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,107851.0,Year,113000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,107851.0,1
1622,47463,57517,A-13268-00148,2014/6/6 00:00:00,Certified,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level IV,OES,142667.0,Year,155000.0,179109.0,Year,Santa Clara,CALIFORNIA,CANADA,H-1B,142667.0,1
1623,47495,57560,A-14007-30533,2014/7/15 00:00:00,Certified,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,109410.0,Year,120000.0,129646.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,109410.0,1
1625,47536,57615,A-13350-25227,2014/8/12 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level IV,OES,127442.0,Year,127442.0,171300.0,Year,San Diego,CALIFORNIA,INDIA,H-1B,127442.0,1
1626,47540,57621,A-13357-27647,2014/7/16 00:00:00,Certified,ONLINE,"INTEL MOBILE COMMUNICATIONS, INC.",2200 MISSION COLLEGE BLVD. RN4-151,,SANTA CLARA,CALIFORNIA,95054,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level III,OES,124030.0,Year,124030.0,171300.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,124030.0,1
1628,47544,57626,A-13357-27636,2014/7/9 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,83648.0,Year,84752.0,142900.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,83648.0,1
1631,47634,57734,A-13340-22470,2014/6/17 00:00:00,Certified,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,89660.0,Year,90000.0,,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,89660.0,1
1632,47635,57737,A-13338-21759,2014/6/4 00:00:00,Certified,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,83287.0,Year,83500.0,,Year,Santa Clara,CALIFORNIA,MALAYSIA,H-1B,83287.0,1
1633,47671,57778,A-13316-14195,2014/9/3 00:00:00,Certified,ONLINE,NVIDIA CORPORATION,2701 SAN TOMAS EXPRESSWAY,,SANTA CLARA,CALIFORNIA,95050,334111,Electronic Computer Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,102320.0,Year,131000.0,137557.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,102320.0,1
1634,47752,57876,A-14112-62777,2014/9/9 00:00:00,Certified,ONLINE,MARVELL SEMICONDUCTOR INC,5488 MARVELL LANE,,SANTA CLARA,CALIFORNIA,95054,334413,Semiconductor and Related Device Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",Level III,OES,124030.0,Year,124100.0,,Year,Santa Clara,CALIFORNIA,SOUTH KOREA,H-1B,124030.0,1
1635,47772,57898,A-14022-34692,2014/7/29 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",Level IV,OES,144206.0,Year,148200.0,171300.0,Year,Santa Clara,CALIFORNIA,CANADA,H-1B,144206.0,1
1636,47792,57926,A-14062-47115,2014/8/21 00:00:00,Certified,ONLINE,INTEL CORPORATION,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,CALIFORNIA,95052,3344,Semiconductor and Other Electronic Component Manufacturing,Advanced Mfg,17-2072,"Electronics Engineers, Except Computer","Electronics Engineers, Except Computer",,Other,80033.0,Year,80033.0,142900.0,Year,Folsom,CALIFORNIA,INDIA,H-1B,80033.0,1
1637,47850,57992,A-13339-22061,2014/6/19 00:00:00,Certified,ONLINE,"ARISTA NETWORKS, INC.",5453 GREAT AMERICA PARKWAY,,SANTA CLARA,CALIFORNIA,95054,541511,Custom Computer Programming Services,IT,15-1133,"Software Developers, Systems Software","Software Developers, Systems Software",,Other,109410.0,Year,109500.0,130000.0,Year,Santa Clara,CALIFORNIA,INDIA,H-1B,109410.0,1
